real,previsto,erro_abs,erro_rel_percent
3066.99,2998.699,68.291016,2.2266462
2658.79,2362.32,296.46997,11.150559
1678.29,1433.35,244.94006,14.594621
2434.44,2737.5962,303.15625,12.452812
2512.7,2528.926,16.226074,0.6457625
3027.88,2413.088,614.792,20.30437
2466.66,2258.777,207.88281,8.427705
1719.94,1555.0585,164.88147,9.586467
2280.67,2426.82,146.15015,6.4082117
2010.37,2215.7175,205.34753,10.214416
2075.68,1698.6554,377.02454,18.163904
2740.91,2973.9612,233.05127,8.502697
2610.86,2784.41,173.5498,6.647227
3232.98,3083.8,149.17993,4.6143165
2873.31,2441.55,431.76,15.026572
2755.53,2384.2913,371.23877,13.472499
2779.65,3179.1,399.4502,14.370522
2929.73,2737.5962,192.13379,6.5580716
2908.72,3135.66,226.93994,7.802055
2598.94,2711.48,112.54004,4.330229
1472.67,1659.0737,186.40369,12.657532
2849.6,2699.9333,149.66675,5.252202
2457.32,2327.8416,129.47852,5.2690945
2156.58,2384.2913,227.71118,10.558903
2004.88,1848.276,156.604,7.811141
2681.84,2618.0283,63.811768,2.3794024
2894.06,2413.4956,480.56445,16.6052
2583.07,2651.519,68.448975,2.6499078
1975.54,2258.777,283.23706,14.337197
1736.65,2010.4467,273.79663,15.765792
1383.02,1161.8789,221.14111,15.989727
2259.75,2205.98,53.77002,2.3794677
2608.09,2699.9333,91.84326,3.521476
1710.79,2258.777,547.98706,32.03123
2611.45,2737.5962,126.14624,4.830506
1939.97,1670.3439,269.6261,13.898468
2580.31,2737.5962,157.28613,6.095629
2541.44,2351.6816,189.7583,7.4665666
3372.32,3484.515,112.194824,3.3269327
1714.03,1906.9672,192.93713,11.256346
2377.06,2456.213,79.15283,3.3298626
1503.99,1605.3417,101.351685,6.7388535
2272.59,1899.8467,372.7434,16.401701
2297.58,2583.3875,285.80737,12.439495
2835.04,3000.6685,165.62842,5.84219
2298.92,2120.1318,178.78809,7.777047
2381.11,2231.768,149.34204,6.2719502
2163.91,2344.6338,180.72388,8.351728
685.78,944.8444,259.0644,37.7766
3202.35,3001.1567,201.19336,6.282678
1037.56,1029.64,7.920044,0.76333356
2116.9,1925.9534,190.94653,9.020102
1986.16,1858.5588,127.6012,6.424517
3290.78,3366.8218,76.04175,2.3107517
2197.36,1750.7662,446.59387,20.32411
1425.48,1250.5656,174.91443,12.270564
2073.85,2199.424,125.573975,6.0551133
2223.95,2344.6338,120.68384,5.4265537
2463.06,2442.2275,20.83252,0.8457983
1954.77,2258.777,304.00708,15.552063
1926.22,1809.7699,116.45007,6.0455227
3663.61,3796.6267,133.0166,3.630752
2140.55,2344.6338,204.08374,9.534173
3345.62,3458.11,112.48999,3.362306
1591.03,1899.8467,308.81665,19.409857
2467.25,2493.48,26.22998,1.0631261
1388.49,1555.0585,166.56848,11.996376
1255.93,1433.35,177.41992,14.126576
2294.41,1900.94,393.46997,17.14907
1611.51,1821.0543,209.54431,13.002979
2708.51,2456.213,252.29712,9.314978
2494.42,2699.9333,205.51343,8.238927
1599.59,1661.85,62.26001,3.8922482
3502.48,3755.275,252.79492,7.217598
2493.61,2872.0933,378.48315,15.17812
1178.41,1063.7478,114.66223,9.730248
1717.31,1906.9672,189.6571,11.043847
2513.27,2737.5962,224.32617,8.92567
3066.29,3388.3875,322.0974,10.504466
1865.96,2258.777,392.81714,21.051744
2779.77,2683.84,95.92993,3.4510024
3541.12,3524.744,16.37622,0.4624588
3000.46,2737.5962,262.86377,8.760782
3205.28,3407.88,202.59985,6.320816
1788.1,1734.33,53.77002,3.0071037
3494.77,3566.05,71.28003,2.0396202
3222.79,2852.5151,370.2749,11.489265
1072.09,1247.485,175.39502,16.360102
3585.71,3209.49,376.21997,10.492204
2248.16,2394.85,146.69019,6.5249004
1814.31,1698.6554,115.65466,6.3745813
3444.86,3271.47,173.39014,5.0333
1260.39,1177.18,83.20996,6.6019216
2532.19,2683.84,151.65015,5.988893
2050.71,1836.7675,213.9425,10.432607
3418.07,3686.08,268.01,7.840975
2570.62,2587.9285,17.30835,0.6733142
2636.73,2658.705,21.975098,0.8334224
2189.91,2384.2913,194.38135,8.876226
3082.55,3055.5166,27.033447,0.8769833
2436.98,2724.1533,287.17334,11.783984
2691.99,2843.06,151.07007,5.611836
3167.36,3144.616,22.74414,0.71807873
3474.59,3434.138,40.45215,1.164228
3128.74,2634.51,494.22998,15.796454
2129.64,1916.62,213.0199,10.0026245
2042.91,2379.3674,336.4574,16.469517
2925.49,3075.458,149.96802,5.126253
2523.92,2778.2744,254.35449,10.077756
2698.62,2502.69,195.93018,7.2603836
2248.19,2141.66,106.53003,4.7384796
2604.03,2699.9333,95.90332,3.6828809
1539.15,1605.3417,66.19165,4.300533
2544.06,2541.275,2.7851562,0.10947683
3387.17,3196.375,190.79492,5.6328716
3042.62,2954.9084,87.71167,2.8827677
2742.26,2351.6816,390.57837,14.242937
2600.42,2783.2048,182.78491,7.0290537
2195.61,2327.0725,131.4624,5.987511
2601.26,2313.99,287.27002,11.043495
1223.83,1247.485,23.65503,1.932869
1306.22,1354.6686,48.44861,3.7090697
2451.46,2627.675,176.21509,7.188169
2755.79,2934.84,179.05005,6.497231
3313.57,3227.7651,85.80493,2.5895011
1633.63,1149.61,484.02002,29.628498
3305.8,3336.05,30.25,0.9150583
2730.89,2737.5962,6.706299,0.24557193
3185.25,3106.4482,78.80176,2.4739585
1515.94,1616.2001,100.26013,6.613727
2348.29,2199.424,148.86597,6.3393345
2528.16,2448.89,79.27002,3.135483
1967.09,1809.7699,157.32007,7.9976044
3181.07,2723.4,457.67017,14.387302
1607.45,1670.3439,62.89392,3.912652
2623.26,2778.2744,155.0144,5.9092274
1971.2,2231.768,260.5681,13.218756
2991.4,2862.105,129.29492,4.3222213
3499.34,3196.375,302.9651,8.657778
1743.23,1728.72,14.51001,0.8323635
3106.45,2852.5151,253.93481,8.1744375
2466.2,2413.4956,52.704346,2.137067
1831.82,1874.478,42.65808,2.3287268
2409.29,2267.0178,142.27222,5.905151
1392.4,1270.2034,122.196655,8.775973
2306.33,2411.9863,105.65625,4.581142
1889.9,1698.6554,191.24463,10.119299
2235.65,2327.0725,91.42261,4.089308
2846.3,3062.772,216.47192,7.60538
2792.55,3001.1567,208.60669,7.4701147
2330.71,2265.5435,65.166504,2.7959938
2016.98,2130.9333,113.95337,5.6497025
1242.62,1354.6686,112.048584,9.017124
2708.45,2900.2,191.75,7.079695
1522.7,1821.0543,298.35437,19.593773
1071.57,1320.8033,249.2334,23.258715
3514.54,3325.81,188.72998,5.3699765
